"","admitted_dt","inmateid","inmate_status_code","top_charge","release_date_approx","age","first_admin_date","last_admin_date","order_adm_times"
"9527",2020-06-26,20025196,"DEP","AC 000.00",2020-09-17,29,2019-10-03,2021-05-22,2
"9528",2020-06-26,20037065,"DE","140.25",2020-06-28,30,2019-02-14,2020-11-14,2
"9529",2020-06-26,20062088,"DE","120.10",2021-05-20,28,2020-02-05,2020-06-26,2
"9530",2020-06-26,20067900,"SSR","110-120.05",2021-11-02,43,2020-01-17,2022-03-20,2
"9531",2020-06-26,20118353,"DE","121.12",2020-06-30,26,2020-06-26,2022-07-22,1
"9532",2020-06-26,20185389,"DEP","215.50",2020-10-22,28,2019-09-16,2023-01-06,2
"9533",2020-06-26,20204761,"DE","",2020-07-10,19,2020-02-18,2021-05-02,2
"9534",2020-06-26,20210373,"DE","135.50",2022-01-14,32,2020-06-26,2022-06-24,1
"9535",2020-06-26,20210377,"DE","130.50",2020-08-11,24,2020-06-26,2021-06-29,1
"9536",2020-06-26,20210382,"DE","160.10",2020-06-30,32,2020-06-26,2023-01-10,1
"9537",2020-06-27,53223,"DE","265.03",2020-07-04,43,2020-06-27,2021-07-07,1
"9538",2020-06-27,78270,"DEP","155.25",2020-09-16,64,2019-12-03,2020-06-27,2
"9539",2020-06-27,91263,"DPV","",2020-09-30,54,2019-10-18,2020-06-27,2
"9540",2020-06-27,123296,"DE","FOA 900.00",2020-07-14,37,2019-12-28,2021-02-18,2
"9541",2020-06-27,123900,"DE","215.51",2020-07-09,41,2020-06-27,2022-05-16,1
"9542",2020-06-27,20151927,"DE","110-125.25",2020-06-29,25,2020-06-27,2022-01-20,1
"9543",2020-06-27,20176826,"DE","",2020-11-28,22,2020-03-02,2022-04-29,2
"9544",2020-06-27,20207577,"DE","160.10",2020-07-11,35,2019-10-14,2021-06-16,2
"9545",2020-06-27,20210383,"DEP","120.10",2021-05-04,30,2020-06-27,2021-06-25,1
"9546",2020-06-28,3315,"DE","",2021-03-05,52,2019-04-26,2021-11-12,3
"9547",2020-06-28,20048997,"DE","160.15",2020-07-01,49,2020-02-21,2023-02-05,2
"9548",2020-06-28,20081864,"DE","110-160.05",2021-03-07,31,2019-10-10,2022-11-09,2
"9549",2020-06-28,20210388,"DE","215.51",2020-07-01,43,2020-06-28,2020-07-02,1
"9550",2020-06-29,13318,"DE","120.10",2020-07-01,38,2020-06-29,2021-06-02,1
"9551",2020-06-29,132351,"DE","265.03",2020-07-01,38,2020-06-29,2020-12-04,1
"9552",2020-06-29,20045870,"DE","215.50",2020-06-30,30,2020-06-29,2021-10-14,1
"9553",2020-06-29,20047236,"DE","215.50",2020-07-01,31,2020-06-29,2021-01-15,1
"9554",2020-06-29,20126655,"DE","AC 000.00",2020-10-29,24,2020-01-19,2022-12-04,2
"9555",2020-06-29,20141316,"DE","120.05",2020-09-17,40,2020-06-29,2020-12-08,1
"9556",2020-06-29,20143491,"DE","110-160.15",2020-09-03,50,2019-09-24,2021-05-01,2
"9557",2020-06-29,20159989,"CS","130.50",2021-01-15,26,2020-03-02,2022-02-13,2
"9558",2020-06-29,20164817,"DE","215.52",2020-07-28,22,2019-10-20,2022-09-03,2
"9559",2020-06-29,20193807,"DE","155.30",2020-07-24,37,2019-09-26,2020-06-29,2
"9560",2020-06-29,20206167,"DE","215.51",2020-07-03,21,2019-12-28,2022-07-01,2
"9561",2020-06-30,3659,"DE","120.00",2020-07-04,35,2020-02-18,2021-01-29,2
"9562",2020-06-30,8449,"DE","120.05",2020-07-10,42,2019-12-24,2021-01-09,4
"9563",2020-06-30,62386,"DE","120.05",2020-07-03,56,2020-03-17,2021-07-17,2
"9564",2020-06-30,64763,"DE","110-125.25",2021-11-19,36,2020-02-19,2022-07-28,2
"9565",2020-06-30,139219,"DE","215.51",2020-07-14,49,2019-09-08,2022-07-10,2
"9566",2020-06-30,154004,"SSR","110-125.25",2022-01-14,43,2019-11-10,2020-06-30,2
"9567",2020-06-30,20013793,"DE","160.10",2020-07-01,41,2020-06-30,2021-02-19,1
"9568",2020-06-30,20019535,"DEP","AC 000.00",2020-07-15,37,2020-06-30,2021-04-13,1
"9569",2020-06-30,20124088,"DE","120.05",2022-01-14,25,2019-12-11,2020-06-30,2
"9570",2020-06-30,20128875,"DPV","",2020-07-07,29,2020-02-16,2020-06-30,2
"9571",2020-06-30,20133827,"DE","120.05",2020-07-01,30,2019-08-02,2021-05-07,2
"9572",2020-06-30,20138882,"DPV","",2020-08-27,33,2020-06-30,2022-08-30,1
"9573",2020-06-30,20150960,"DE","120.05",2020-10-27,28,2020-06-30,2021-06-28,1
"9574",2020-06-30,20170921,"DE","130.35",2020-07-02,27,2020-06-03,2021-08-04,2
"9575",2020-06-30,20173155,"SSR","",2021-05-04,29,2019-12-11,2020-06-30,2
"9576",2020-06-30,20210279,"DE","AC 000.00",2021-06-22,26,2020-06-12,2020-06-30,2
"9577",2020-06-30,20210396,"DE","160.15",2020-07-17,19,2020-06-30,2021-02-14,1
"9578",2020-07-01,6185,"DE","140.25",2020-07-08,40,2019-11-22,2022-08-17,2
"9579",2020-07-01,46074,"DE","",2020-07-11,36,2019-11-15,2022-04-13,2
"9580",2020-07-01,50295,"DE","140.20",2020-07-03,44,2020-07-01,2022-09-27,1
"9581",2020-07-01,65383,"DE","120.05",2020-07-30,47,2020-07-01,2021-07-06,1
"9582",2020-07-01,81225,"DE","140.25",2020-11-20,37,2019-07-22,2023-01-09,3
"9583",2020-07-01,114721,"DE","160.10",2020-09-09,33,2020-07-01,2020-09-30,1
"9584",2020-07-01,166640,"DE","140.25",2020-07-11,36,2020-07-01,2021-09-10,1
"9585",2020-07-01,10007858,"DE","120.10",2020-07-03,40,2020-07-01,2021-06-06,1
"9586",2020-07-01,20046951,"CS","240.30",2021-02-26,39,2020-07-01,2022-12-16,1
"9587",2020-07-01,20057241,"DE","110-120.10",2020-07-07,26,2019-06-19,2022-12-12,2
"9588",2020-07-01,20080405,"DE","121.12",2020-07-03,29,2020-07-01,2022-10-28,1
"9589",2020-07-01,20094363,"DE","120.05",2020-07-11,28,2020-07-01,2020-11-19,1
"9590",2020-07-01,20156775,"DE","160.15",2021-04-21,22,2019-06-14,2022-02-25,2
"9591",2020-07-01,20205662,"DE","160.15",2020-10-07,22,2019-07-12,2022-08-23,2
"9592",2020-07-01,20207306,"DE","",2020-07-04,30,2019-09-30,2020-07-01,2
"9593",2020-07-01,20210403,"DE","",2020-07-03,23,2020-07-01,2021-04-29,1
"9594",2020-07-01,20210409,"DE","",2020-08-08,32,2020-07-01,2021-04-10,1
"9595",2020-07-01,20210410,"DE","125.25",2020-09-02,46,2020-07-01,2023-01-03,1
"9596",2020-07-02,2446,"DEP","120.00",2020-09-22,54,2018-11-15,2022-01-08,2
"9597",2020-07-02,51112,"DE","215.51",2020-08-26,46,2019-11-08,2020-07-02,2
"9598",2020-07-02,55477,"DE","110-120.10",2020-07-08,65,2020-02-19,2023-01-18,2
"9599",2020-07-02,156498,"DEP","CO",2020-09-08,34,2019-10-25,2020-09-08,3
"9600",2020-07-02,20002082,"DE","240.75",2020-07-29,31,2020-01-16,2022-06-18,3
"9601",2020-07-02,20016874,"DE","121.12",2020-08-12,49,2019-11-20,2020-11-05,3
"9602",2020-07-02,20030455,"DE","160.15",2021-03-05,28,2020-07-02,2022-10-08,1
"9603",2020-07-02,20058656,"DPV","",2021-04-02,27,2020-02-20,2021-07-26,2
"9604",2020-07-02,20068620,"DEP","AC 000.00",2020-11-05,45,2020-01-30,2021-06-12,2
"9605",2020-07-02,20110404,"DPV","",2021-10-18,30,2019-09-17,2022-10-03,2
"9606",2020-07-02,20115287,"DPV","",2020-11-02,23,2019-09-10,2022-03-11,2
"9607",2020-07-02,20126151,"DE","110-125.25",2020-07-06,25,2020-07-02,2021-08-12,1
"9608",2020-07-02,20156274,"DE","CO",2020-07-25,43,2018-12-05,2020-07-02,2
"9609",2020-07-02,20164601,"DE","120.05",2020-12-03,31,2020-01-28,2021-06-14,2
"9610",2020-07-02,20165012,"DE","",2021-03-10,44,2020-07-02,2021-03-10,1
"9611",2020-07-02,20208973,"DE","145.05",2022-10-17,40,2020-01-16,2020-07-02,2
"9612",2020-07-02,20209835,"DE","215.50",2020-07-08,21,2020-04-16,2020-07-02,2
"9613",2020-07-02,20210388,"DE","215.50",2020-07-15,43,2020-06-28,2020-07-02,2
"9614",2020-07-02,20210416,"DE","215.52",2020-07-07,32,2020-07-02,2021-01-26,1
"9615",2020-07-03,10881,"DE","140.15",2021-01-13,40,2019-08-05,2022-03-29,3
"9616",2020-07-03,31250,"DE","120.05",2021-10-18,57,2020-07-03,2022-06-15,1
"9617",2020-07-03,57132,"SSR","",2022-05-20,53,2019-07-24,2020-07-03,2
"9618",2020-07-03,58095,"DE","160.15",2020-07-24,33,2019-11-09,2022-11-10,2
"9619",2020-07-03,71769,"DE","110-120.10",2021-03-26,33,2020-07-03,2022-03-03,1
"9620",2020-07-03,104822,"DEP","215.50",2020-07-16,31,2019-11-12,2020-07-03,3
"9621",2020-07-03,20021981,"DE","265.03",2020-07-10,42,2020-07-03,2021-11-08,1
"9622",2020-07-03,20058813,"DE","",2020-08-20,25,2020-07-03,2022-08-17,1
"9623",2020-07-03,20065160,"DE","120.05",2020-08-08,32,2019-10-15,2021-06-10,2
"9624",2020-07-03,20068050,"DE","215.51",2020-07-08,27,2020-07-03,2022-03-05,1
"9625",2020-07-03,20078121,"DE","140.30",2020-08-14,26,2020-07-03,2021-05-08,1
"9626",2020-07-03,20140362,"DE","",2020-08-07,58,2020-07-03,2020-09-09,1
"9627",2020-07-03,20205007,"DE","160.15",2020-07-04,27,2019-08-07,2020-07-03,2
"9628",2020-07-03,20210338,"DE","215.50",2020-07-28,53,2020-06-22,2020-07-03,2
"9629",2020-07-03,20210428,"DE","0",2020-08-11,33,2020-07-03,2022-08-16,1
"9630",2020-07-03,20210431,"DE","120.10",2020-07-24,21,2020-07-03,2022-05-11,1
"9631",2020-07-04,103849,"DE","130.50",2021-04-21,43,2020-01-23,2020-07-04,2
"9632",2020-07-04,20023121,"DEP","120.00",2020-09-15,40,2020-07-04,2022-11-14,1
"9633",2020-07-04,20068160,"DE","140.30",2020-07-17,40,2020-07-04,2022-10-07,1
"9634",2020-07-04,20101319,"SSR","",2021-04-20,48,2019-06-08,2020-07-04,2
"9635",2020-07-04,20210437,"DE","160.15",2020-08-19,30,2020-07-04,2020-12-03,1
"9636",2020-07-04,20210441,"DE","165.05",2020-07-07,32,2020-07-04,2020-08-14,1
"9637",2020-07-05,37903,"DE","265.03",2021-04-07,37,2020-07-05,2021-05-11,1
"9638",2020-07-05,86075,"DE","215.50",2020-07-09,57,2020-07-05,2020-07-30,1
"9639",2020-07-05,156652,"DEP","120.00",2020-11-03,34,2019-03-23,2020-07-05,2
"9640",2020-07-05,20057019,"DE","110-160.15",2020-11-03,26,2020-07-05,2020-12-15,1
"9641",2020-07-05,20145468,"DE","140.25",2020-08-28,26,2020-07-05,2022-05-19,1
"9642",2020-07-05,20170149,"DPV","",2020-09-14,45,2020-03-16,2022-08-19,2
"9643",2020-07-05,20185079,"DE","140.20",2020-12-16,28,2020-05-24,2020-07-05,2
"9644",2020-07-05,20194328,"DEP","CO",2021-07-03,21,2020-07-05,2021-12-16,1
"9645",2020-07-05,20210444,"DE","140.25",2020-08-26,49,2020-07-05,2022-04-13,1
"9646",2020-07-06,14438,"DE","140.15",2020-07-09,33,2020-07-06,2022-05-24,1
"9647",2020-07-06,29987,"DE","120.14",2020-07-15,33,2020-07-06,2022-09-04,1
"9648",2020-07-06,69406,"DE","VTL 1192.3A",2020-07-09,41,2020-07-06,2020-08-04,1
"9649",2020-07-06,76734,"DEP","120.00",2021-03-31,32,2020-07-06,2023-01-29,1
"9650",2020-07-06,126743,"DPV","",2020-12-17,48,2019-10-17,2020-07-06,2
"9651",2020-07-06,159803,"DE","265.02",2020-11-07,47,2019-08-23,2023-01-25,2
"9652",2020-07-06,20004054,"DPV","",2021-01-15,42,2020-02-11,2022-10-17,2
"9653",2020-07-06,20052223,"DE","",2020-10-29,38,2020-07-06,2022-02-10,1
"9654",2020-07-06,20065353,"DE","AC 000.00",2022-01-14,31,2020-01-06,2022-08-30,2
"9655",2020-07-06,20069730,"DEP","165.40",2021-02-09,26,2019-10-19,2022-06-30,3
"9656",2020-07-06,20131314,"DE","",2020-07-22,23,2020-07-06,2021-12-19,1
"9657",2020-07-06,20210282,"DE","215.51",2020-11-11,48,2020-06-12,2020-07-06,2
"9658",2020-07-06,20210300,"DE","110-130.65",2020-07-07,28,2020-06-15,2020-07-06,2
"9659",2020-07-06,20210446,"DE","",2020-10-06,31,2020-07-06,2022-08-30,1
"9660",2020-07-07,74066,"DEP","155.25",2020-09-21,34,2020-07-07,2021-01-03,1
"9661",2020-07-07,135934,"DE","120.00",2020-10-20,33,2020-07-07,2022-01-27,1
"9662",2020-07-07,153206,"DEP","195.05",2020-10-15,36,2020-07-07,2022-10-04,1
"9663",2020-07-07,10014289,"DEP","120.00",2020-10-29,45,2019-12-26,2022-11-14,3
"9664",2020-07-07,20052978,"DE","",2020-07-17,55,2019-12-06,2020-07-07,2
"9665",2020-07-07,20088579,"SSR","",2022-06-28,50,2019-12-14,2020-07-07,2
"9666",2020-07-07,20160581,"DE","155.25",2021-10-18,30,2018-10-20,2020-07-07,2
"9667",2020-07-07,20175240,"DE","",2020-07-11,27,2020-07-07,2022-04-11,1
"9668",2020-07-07,20185551,"DE","",2021-03-06,23,2020-07-07,2021-08-04,1
"9669",2020-07-07,20193069,"DE","215.52",2020-07-11,24,2020-07-07,2022-07-27,1
"9670",2020-07-07,20200677,"CS","120.00",2020-11-04,20,2020-07-07,2021-02-14,1
"9671",2020-07-07,20203841,"DE","",2020-07-17,48,2019-04-24,2020-07-07,2
"9672",2020-07-07,20209556,"DE","",2020-07-21,36,2020-03-04,2020-07-07,2
"9673",2020-07-07,20210455,"DE","120.05",2020-07-10,32,2020-07-07,2020-09-26,1
"9674",2020-07-08,77,"DE","",2020-09-09,39,2020-07-08,2021-12-06,1
"9675",2020-07-08,7566,"DE","120.00",2020-07-12,40,2019-11-27,2021-10-04,5
"9676",2020-07-08,12753,"DE","215.50",2020-07-24,38,2020-07-08,2020-09-27,1
"9677",2020-07-08,30948,"DE","CO",2020-08-05,51,2019-06-19,2023-01-30,2
"9678",2020-07-08,129468,"DE","",2020-10-01,30,2020-02-05,2020-07-08,2
"9679",2020-07-08,10013800,"DE","130.35",2020-07-17,30,2020-07-08,2023-01-09,1
"9680",2020-07-08,20015520,"DE","155.25",2021-07-06,34,2020-03-01,2023-01-19,2
"9681",2020-07-08,20073697,"DPV","",2020-07-22,29,2020-07-08,2021-02-19,1
"9682",2020-07-08,20083773,"DE","130.52",2020-09-16,54,2020-07-08,2022-10-25,1
"9683",2020-07-08,20109706,"DE","160.15",2020-07-11,23,2020-07-08,2021-04-01,1
"9684",2020-07-08,20157832,"DE","CO",2021-05-05,36,2019-08-04,2022-08-20,2
"9685",2020-07-08,20179795,"DE","",2020-07-11,30,2020-01-23,2021-11-08,2
"9686",2020-07-08,20181599,"DE","AC 000.00",2021-01-19,40,2020-07-08,2021-08-10,1
"9687",2020-07-08,20191943,"DE","AC 000.00",2020-10-01,23,2019-11-11,2020-12-16,2
"9688",2020-07-08,20197349,"DE","110-125.25",2021-10-18,24,2020-07-08,2022-05-19,1
"9689",2020-07-08,20201043,"DE","130.35",2020-07-18,35,2019-01-03,2021-12-06,2
"9690",2020-07-08,20208193,"DE","120.05",2020-10-05,38,2019-11-15,2021-05-30,2
"9691",2020-07-08,20209646,"DE","CO",2020-07-14,35,2020-03-11,2020-08-28,3
"9692",2020-07-08,20210459,"DE","120.05",2020-07-13,54,2020-07-08,2020-07-27,1
"9693",2020-07-09,5503,"SSR","160.15",2020-07-23,34,2019-10-08,2020-07-09,2
"9694",2020-07-09,15836,"DPV","",2020-10-29,51,2020-07-09,2022-09-28,1
"9695",2020-07-09,18364,"DE","215.50",2020-10-14,56,2019-11-28,2022-07-08,3
"9696",2020-07-09,22956,"DE","140.25",2020-07-25,34,2020-07-09,2020-11-24,1
"9697",2020-07-09,23325,"DE","160.15",2020-08-06,50,2019-05-28,2020-10-21,3
"9698",2020-07-09,55393,"DEP","130.65",2021-10-18,41,2019-08-22,2020-07-09,3
"9699",2020-07-09,10016379,"DE","215.15",2020-07-14,38,2020-07-09,2021-02-20,1
"9700",2020-07-09,20050285,"DE","120.14",2020-07-22,44,2019-11-17,2020-07-22,2
"9701",2020-07-09,20074159,"DE","120.10",2020-10-14,27,2020-02-28,2022-02-16,2
"9702",2020-07-09,20078003,"DE","215.51",2020-07-12,25,2020-07-09,2022-10-25,1
"9703",2020-07-09,20083174,"DE","110-160.15",2020-07-24,28,2020-07-09,2022-07-18,1
"9704",2020-07-09,20096203,"DE","215.52",2020-09-12,55,2018-07-15,2020-12-13,2
"9705",2020-07-09,20099432,"DE","265.03",2020-07-21,26,2020-02-20,2021-10-17,2
"9706",2020-07-09,20100689,"DE","140.15",2021-02-27,30,2020-07-09,2022-03-20,1
"9707",2020-07-09,20106769,"DE","",2020-12-24,32,2020-07-09,2021-08-13,1
"9708",2020-07-09,20158674,"DE","140.25",2021-02-10,23,2019-05-30,2022-12-27,2
"9709",2020-07-09,20167623,"DE","220.39",2020-07-23,22,2019-12-11,2021-04-30,2
"9710",2020-07-09,20196376,"DE","160.10",2021-03-30,19,2019-12-03,2022-08-04,3
"9711",2020-07-09,20204783,"DE","CO",2020-09-29,54,2020-01-09,2021-05-04,2
"9712",2020-07-09,20204955,"SSR","",2021-07-22,32,2019-08-18,2020-07-09,2
"9713",2020-07-09,20210466,"DE","125.25",2021-01-04,41,2020-07-09,2021-04-19,1
"9714",2020-07-10,4385,"DE","110-160.15",2020-07-23,35,2020-07-10,2020-08-03,1
"9715",2020-07-10,11991,"DE","120.00",2020-07-14,43,2019-07-09,2020-07-10,2
"9716",2020-07-10,15627,"DE","140.25",2022-10-07,36,2020-05-15,2020-07-10,2
"9717",2020-07-10,94684,"DE","140.20",2020-07-14,49,2019-10-18,2022-03-31,2
"9718",2020-07-10,99137,"DE","140.30",2020-12-15,59,2020-07-10,2021-03-02,1
"9719",2020-07-10,151555,"DE","160.15",2020-09-18,35,2019-11-11,2022-05-17,4
"9720",2020-07-10,20016070,"DE","215.50",2020-07-15,27,2020-07-10,2020-09-17,1
"9721",2020-07-10,20066806,"DEP","CO",2020-07-14,34,2020-05-14,2020-07-10,2
"9722",2020-07-10,20105063,"DE","220.21",2021-02-18,43,2020-07-10,2022-11-28,1
"9723",2020-07-10,20134925,"DE","220.16",2020-07-12,24,2020-06-02,2022-04-28,2
"9724",2020-07-11,3127,"DE","215.50",2020-08-05,37,2019-11-03,2020-07-11,2
"9725",2020-07-11,13338,"DE","140.25",2021-07-08,39,2020-05-21,2022-03-07,3
"9726",2020-07-11,98231,"DE","110-125.25",2020-10-27,37,2018-09-17,2022-04-07,2
"9727",2020-07-11,123036,"DE","",2020-08-19,50,2020-07-11,2021-11-24,1
"9728",2020-07-11,163495,"DE","215.51",2020-07-13,42,2019-12-08,2020-07-11,3
"9729",2020-07-11,20041239,"DE","140.20",2020-07-15,26,2020-02-06,2022-08-30,3
"9730",2020-07-11,20057922,"DE","120.05",2020-07-17,32,2020-07-11,2021-10-07,1
"9731",2020-07-11,20120849,"CSP","155.25",2020-09-28,31,2020-07-11,2021-10-03,1
"9732",2020-07-11,20134734,"DE","265.03",2020-08-25,29,2020-07-11,2022-01-25,1
"9733",2020-07-11,20137220,"SSR","",2021-04-08,26,2020-01-22,2020-07-11,2
"9734",2020-07-11,20138738,"SSR","",2021-04-20,23,2020-07-11,2022-09-10,1
"9735",2020-07-11,20150602,"DE","120.05",2020-09-11,28,2020-07-11,2022-04-04,1
"9736",2020-07-11,20159879,"DPV","",2020-10-02,22,2019-11-07,2020-07-11,2
"9737",2020-07-11,20171817,"DE","120.00",2020-07-30,20,2020-03-28,2023-01-05,2
"9738",2020-07-11,20184279,"DE","160.15",2020-07-25,21,2020-07-11,2021-04-17,1
"9739",2020-07-11,20209982,"DE","",2020-10-24,23,2020-05-08,2022-03-04,2
"9740",2020-07-11,20210416,"DE","120.05",2020-07-29,32,2020-07-02,2021-01-26,2
"9741",2020-07-11,20210482,"DE","135.65",2020-07-30,50,2020-07-11,2021-07-21,1
"9742",2020-07-11,20210484,"DE","215.50",2020-07-15,46,2020-07-11,2023-01-27,1
"9743",2020-07-12,12629,"CSP","120.00",2020-09-01,47,2020-03-15,2020-07-12,2
"9744",2020-07-12,14016,"DPV","",2020-10-27,37,2020-07-12,2022-03-23,1
"9745",2020-07-12,39858,"DE","160.10",2020-12-10,53,2020-07-12,2021-09-16,1
"9746",2020-07-12,79707,"DE","AC 000.00",2020-10-21,33,2020-01-10,2020-07-12,2
"9747",2020-07-12,20011859,"DE","160.15",2020-09-30,31,2019-08-31,2023-01-20,3
"9748",2020-07-12,20017157,"DE","220.39",2022-12-20,30,2020-03-30,2020-07-12,2
"9749",2020-07-12,20106372,"DE","140.30",2020-07-25,58,2020-07-12,2023-01-23,1
"9750",2020-07-12,20118980,"DE","CO",2021-08-03,41,2020-01-30,2020-07-12,3
"9751",2020-07-12,20160342,"DE","140.20",2021-01-09,21,2020-07-12,2021-05-02,1
"9752",2020-07-12,20161271,"CS","155.35",2021-11-16,22,2019-04-02,2022-03-20,2
"9753",2020-07-12,20167107,"DE","160.15",2020-08-08,37,2020-02-11,2021-11-03,2
"9754",2020-07-12,20197579,"SSR","",2022-06-15,29,2019-07-18,2020-07-12,3
"9755",2020-07-12,20197843,"DE","165.45",2020-10-09,23,2020-07-12,2022-07-07,1
"9756",2020-07-12,20206247,"DE","",2020-11-18,41,2019-09-21,2020-07-12,2
"9757",2020-07-12,20210499,"DE","130.35",2020-07-31,35,2020-07-12,2022-01-06,1
"9758",2020-07-13,21892,"DE","110-160.10",2020-07-18,33,2020-07-13,2022-08-30,1
"9759",2020-07-13,23087,"SSR","",2022-04-14,41,2019-06-28,2020-07-13,3
"9760",2020-07-13,32533,"DE","140.25",2020-07-14,39,2020-02-02,2022-11-08,2
"9761",2020-07-13,37214,"DE","121.12",2020-08-05,35,2020-07-13,2023-01-09,1
"9762",2020-07-13,45903,"DEP","AC 000.00",2020-09-01,38,2020-07-13,2021-10-16,1
"9763",2020-07-13,57828,"DE","130.52",2020-08-26,39,2020-07-13,2021-05-09,1
"9764",2020-07-13,149682,"DE","160.15",2020-10-07,31,2020-07-13,2022-04-18,1
"9765",2020-07-13,20010660,"DE","160.15",2022-05-19,30,2019-11-01,2020-07-13,2
"9766",2020-07-13,20082634,"DE","140.25",2021-07-01,44,2019-08-05,2021-11-10,3
"9767",2020-07-13,20099241,"DE","215.52",2020-07-15,26,2020-07-13,2021-12-01,1
"9768",2020-07-13,20121209,"DE","215.51",2020-07-30,23,2019-09-25,2021-10-16,2
"9769",2020-07-13,20124572,"DE","CO",2020-08-08,29,2019-11-06,2022-10-20,2
"9770",2020-07-13,20130848,"DEP","265.03",2022-04-04,73,2020-07-13,2022-11-29,1
"9771",2020-07-13,20186090,"DE","220.16",2020-08-06,41,2020-07-13,2022-09-12,1
"9772",2020-07-13,20187799,"DE","120.05",2020-08-25,21,2020-07-13,2022-08-07,1
"9773",2020-07-13,20195491,"DE","120.05",2020-07-15,25,2020-07-13,2022-11-16,1
"9774",2020-07-13,20198546,"DE","160.15",2022-01-14,22,2020-03-04,2022-11-15,3
"9775",2020-07-13,20203108,"DE","",2020-07-27,29,2019-08-03,2021-03-12,3
"9776",2020-07-13,20210500,"DE","265.03",2020-07-17,20,2020-07-13,2021-08-02,1
"9777",2020-07-13,20210503,"DE","160.15",2020-07-18,25,2020-07-13,2020-10-07,1
"9778",2020-07-14,62191,"DE","215.50",2020-07-16,34,2020-01-09,2020-07-14,3
"9779",2020-07-14,144745,"DE","120.00",2020-07-25,35,2019-09-24,2021-06-18,3
"9780",2020-07-14,20066472,"SSR","",2020-10-05,50,2019-08-23,2020-07-14,3
"9781",2020-07-14,20075977,"DE","CO",2020-11-07,31,2019-11-14,2021-02-13,2
"9782",2020-07-14,20119737,"DEP","CO",2020-08-27,50,2020-07-14,2020-12-21,1
"9783",2020-07-14,20153832,"DE","220.21",2020-07-25,27,2020-07-14,2021-09-08,1
"9784",2020-07-14,20199873,"DE","110-125.25",2022-05-11,48,2018-11-12,2022-08-16,2
"9785",2020-07-14,20208596,"DE","110-160.15",2021-01-12,28,2019-12-12,2021-11-10,2
"9786",2020-07-14,20209313,"DE","120.18",2021-02-03,47,2020-02-13,2020-07-14,2
"9787",2020-07-14,20209816,"DE","120.05",2020-07-16,26,2020-04-10,2020-10-03,2
"9788",2020-07-14,20210509,"DE","120.14",2020-07-16,25,2020-07-14,2022-05-21,1
"9789",2020-07-14,20210513,"DE","215.52",2020-07-21,37,2020-07-14,2021-02-24,1
"9790",2020-07-15,12674,"DE","140.25",2021-05-20,62,2020-05-03,2023-01-30,2
"9791",2020-07-15,34810,"DE","",2020-08-26,35,2020-07-15,2021-09-27,1
"9792",2020-07-15,61122,"DE","",2020-10-10,39,2020-07-15,2020-11-19,1
"9793",2020-07-15,67739,"DE","AC 000.00",2022-03-31,43,2019-03-06,2022-05-22,2
"9794",2020-07-15,91943,"DE","140.25",2020-10-29,35,2020-07-15,2021-06-30,1
"9795",2020-07-15,94252,"DE","120.05",2020-08-19,43,2019-11-19,2021-05-12,2
"9796",2020-07-15,145776,"DE","140.25",2020-09-15,29,2020-07-15,2023-01-26,1
"9797",2020-07-15,10001993,"DE","140.25",2021-04-07,36,2020-03-26,2023-02-04,2
"9798",2020-07-15,10009158,"DE","",2020-08-12,49,2020-07-15,2022-02-16,1
"9799",2020-07-15,20011437,"DE","265.03",2020-07-17,28,2020-07-15,2022-01-12,1
"9800",2020-07-15,20027912,"DE","",2020-09-22,29,2019-09-03,2022-11-15,2
"9801",2020-07-15,20046379,"DE","265.03",2020-09-09,57,2019-08-17,2020-10-12,3
"9802",2020-07-15,20060758,"DE","140.25",2020-10-16,48,2019-11-06,2022-10-03,3
"9803",2020-07-15,20066367,"DE","CO",2021-05-19,27,2019-07-30,2020-07-15,2
"9804",2020-07-15,20151332,"DE","110-125.25",2021-11-16,28,2020-07-15,2022-08-06,1
"9805",2020-07-15,20180340,"DE","160.10",2021-04-20,26,2019-09-27,2022-08-18,4
"9806",2020-07-15,20208747,"DE","120.05",2021-07-24,36,2019-12-28,2020-07-15,2
"9807",2020-07-15,20210523,"DE","",2020-07-18,31,2020-07-15,2020-07-17,1
"9808",2020-07-15,20210524,"DE","160.10",2020-07-17,21,2020-07-15,2022-09-25,1
"9809",2020-07-16,69304,"DE","140.25",2021-02-11,45,2020-05-16,2022-02-15,2
"9810",2020-07-16,155036,"DE","120.05",2020-07-21,61,2019-09-13,2022-04-08,2
"9811",2020-07-16,170743,"DE","160.15",2020-07-21,31,2019-01-31,2020-07-16,2
"9812",2020-07-16,10011102,"DE","215.51",2020-08-22,45,2020-07-16,2020-11-13,1
"9813",2020-07-16,20019228,"CSP","215.50",2020-10-26,34,2019-08-29,2020-07-16,2
"9814",2020-07-16,20028981,"DE","265.03",2020-07-25,26,2020-07-16,2020-09-07,1
"9815",2020-07-16,20045341,"DE","160.10",2020-07-17,28,2019-10-28,2022-05-13,2
